Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Fork,Exec,Exit,Watts,CPU,Freq,GPU,EdgeTPU (Quantized),Local Machine (Non-Quantized),Index
14:35:39,17,0,0,80.9,2.1,2,254,560,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,130
14:35:40,21.1,0,0.3,76.5,2,2,300,686,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,131
14:35:40,20.7,0,0,77.1,2.1,2,274,660,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,132
14:35:41,20.7,0,0.3,78.9,0,2,304,766,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,133
14:35:41,18.9,0,0,79,2.1,2,394,788,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,134
14:35:42,17.7,0,0.3,81.9,0,2,384,808,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,135
14:35:42,10.6,0,0.4,87.2,1.8,3,288,502,0,0,2,28.12,0,Hz,-N/A-,2.2377185,28.12,136
14:35:43,16.5,0,0,82.8,0.7,1,296,564,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,137
14:35:43,17.3,0,0,81.7,1.1,3,288,600,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,138
14:35:44,21.5,0,0.7,75.7,2.1,2,410,718,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,139
14:35:44,19.3,0,0,80.4,0.4,2,286,684,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,140
14:35:45,12.4,0,1.8,84,1.8,2,4038,2528,4,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,141
14:35:45,6.3,0,9.4,82,2.4,4,4750,2742,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,142
14:35:46,10.9,0,17,64.5,7.6,1,4888,2922,0,0,0,28.12,0,Hz,-N/A-,2.2377185,27.69,143
14:35:46,14.9,0,4.6,79.8,0.7,4,12772,6092,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,144
14:35:47,17.5,0,15,67.5,0,3,13398,6622,3,0,6,27.69,0,Hz,-N/A-,2.203500187,27.69,145
14:35:47,13.2,0,1.8,85,0,2,12866,6120,0,0,1,28.12,0,Hz,-N/A-,2.2377185,28.12,146
14:35:48,14.6,0,9.7,75.7,0,2,13700,6320,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,147
14:35:48,15.4,0,1.7,82.9,0,2,7680,3928,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,148
